,A,Fnr,NikR,RpoN,NarL
darobactin__solv_15m__2,-0.0407599923,-0.0149231714,0.1857982884,-0.0155165013,0.30226830450000003
darobactin__daro_15m__1,-1.6256644583000002,-0.059067987700000005,0.2808931302,-0.0838011282,0.1665464679
darobactin__solv_15m__3,-0.2215684788,-0.007646057,0.1423490779,-0.0697529011,0.00218995
darobactin__daro_15m__2,-1.6168092295,-0.3998425611,-0.3046163154,0.27596232460000003,0.1625546682
darobactin__daro_15m__3,-1.6030457106,-0.2961707172,0.4804367222,0.45113060850000003,-0.0420865568
darobactin__solv_30m__2,1.9017026845,-0.0197029371,-0.17172464410000002,-0.1525199025,0.2689682221
darobactin__solv_30m__3,2.5278601024,-0.2057315476,-0.046117566900000004,0.052636634200000004,0.382244295
ddp__pNT3_aroP__1,-1.4799871367000001,0.0648785776,1.1909536115,0.0194943282,0.5979051968
ddp__pNT3_aroP__2,-1.5329013801,0.1318960147,1.4076443138,0.0371448691,-0.0199559407
ddp__pNT3_bamC__1,0.15098553350000002,-0.18930506100000002,2.9986611847,0.7403439074,1.2818083355
ddp__pNT3_bamC__2,0.0786686491,0.048734282000000004,2.1727797123,0.7887621109,1.0522916616
ddp__pNT3_cusA__1,-0.3916822493,-0.1222527779,2.6244887189,0.6989246475,1.0320046949
ddp__pNT3_cusA__2,-0.7175850181,0.2651479138,2.0148575366,0.7712450152,0.7609959868
ddp__pNT3_hemX__1,-0.6567344472000001,-0.18178306500000002,2.1672406068,0.2989290468,0.5856344474
ddp__pNT3_hemX__2,-0.4133518143,-0.0481881923,1.8436306969,0.3438535408,0.2921182026
ddp__pNT3_empty__1,0.09593842150000001,0.0035004484000000003,-0.1107666742,-0.0442370661,0.0626236352
ddp__pNT3_empty__2,-0.09593842150000001,-0.0035004484000000003,0.1107666742,0.0442370661,-0.0626236352
ddp__pNT3_topA__1,-0.2015732789,0.2884841145,2.3628456767,0.9965763493,0.5306601487
ddp__pNT3_topA__2,-1.4748893759000001,0.6061379563,1.9551598293999999,1.31008916,0.0063539721
ddp__pNT3_yicR__1,-0.9037216759000001,-0.6059054221,1.4818537319,0.3495947186,0.25629960960000003
ddp__pNT3_yicR__2,-0.8743490276,-0.4301566023,1.6078289371999999,0.3167987774,-0.2211240432
ddp__pNT3_yqjD__1,-0.5742747471,-0.2255559323,0.9748904224,0.18282576220000002,0.7782545998
ddp__pNT3_yqjD__2,-0.9524622947,-0.1661942998,1.0789202465,0.2745354318,0.4418493845
ecomics__del_gabT__1,-1.1525189024,0.0654297724,0.037881603,0.0091526396,-0.2558356651
ecomics__del_gabT__2,1.1525189024,-0.0654297724,-0.037881603,-0.0091526396,0.2558356651
ecomics__del_putP__1,-0.20558004670000002,0.0394489063,0.3642981219,0.1517960213,0.0252704775
ecomics__del_putP__2,1.2401581574,0.2651847274,-0.0629356378,-0.018863395800000002,0.0533145967
ecomics__del_entF__1,0.6299741686,-0.1274267449,0.0770153643,-0.3106553576,0.35173000730000004
ecomics__del_entF__2,-0.3541841421,-0.0156335277,0.180486491,0.0012067599,0.187345971
ecomics__del_entF__3,0.4396670673,-0.0681908374,-0.2390820912,-0.1112154671,0.3538666499
ecomics__del_cysA__1,-0.7673853118,-0.3039509496,0.5373287358000001,-0.44010103,0.8789809757
ecomics__del_cysA__2,-1.2848204635,-0.18626809560000002,0.5767014157,-0.2791661187,0.7735650338000001
elyC__wt_21C__1,1.1268247162,-0.0019092608000000001,0.4416894617,-0.1132278063,-0.17239399390000001
elyC__wt_21C__2,1.0614497125,0.0184901467,0.5686214058,-0.29637354460000004,-0.039473231000000004
elyC__wt_21C__3,1.0438213339,0.0880267361,0.6387075998,-0.21916101030000001,-0.16596388850000002
elyC__wt_37C__1,-0.1644849696,0.0063945471,-0.022837688300000002,-0.1117056741,0.15780662110000002
elyC__wt_37C__2,0.075525666,-0.0357761938,0.0599233869,0.051901757300000004,-0.0722310566
elyC__wt_37C__3,0.0889593036,0.0293816467,-0.0370856986,0.0598039168,-0.0855755645
elyC__delelyC_21C__1,1.1879894041,0.0098731567,0.6064203176,-0.2188903626,-0.1654629797
elyC__delelyC_21C__2,0.641261025,-0.1897870955,0.6441602055,-0.17460792120000002,-0.258966122
elyC__delelyC_21C__3,0.8543700144,-0.0409235603,0.5665833651000001,-0.260555077,-0.20104031860000002
elyC__delelyC_37C__1,0.2273701297,-0.0254851513,0.16512530820000001,0.0039868995,-0.0865105382
elyC__delelyC_37C__2,-0.0977825736,0.0355440585,0.14525410500000002,0.0221365934,0.07553486050000001
elyC__delelyC_37C__3,-0.3624448363,0.0057575253,0.19511790040000002,-0.0647450559,0.061852098800000005
evo_acid_w__F9_2__1,-9.644628804,-7.3552758056,-1.5669061748000002,0.1463959096,-0.0888399111
evo_acid_w__F11_1__1,-1.9387806651,0.7139563072,0.5310420456,0.1202021206,0.7065790823
evo_acid_w__F11_1__2,-1.479028595,0.9185294265,0.9109631691000001,-0.0395698956,0.7386335782
evo_acid_w__F11_1__3,0.045100265300000004,0.7798311562,1.2393696719,0.10572779530000001,0.8138956489
evo_acid_w__wt__1,-1.5410584956,0.0845328856,0.0997317653,-0.19171076280000002,-0.0839775374
evo_acid_w__F11_2__1,2.0806545176,0.196271321,1.3566104692,0.1714003089,0.7062556104000001
evo_acid_w__B11_2__1,2.6983539708,-0.21254939720000002,1.79436569,0.35457862700000004,0.6953554794
evo_acid_w__F11_2__2,3.7274226956,0.45666608210000004,2.0650537771,0.1930127968,1.6437094670999999
evo_acid_w__wt__2,0.900470612,0.0023046192,0.7309898692,-0.139414123,-0.043374079
evo_acid_w__B11_1__1,5.39096872,0.030882746500000002,2.5746968039,0.46414260090000004,0.3553058173
evo_acid_w__H9_1__1,-6.0144806188,0.9365946801,-1.2387989678,-0.9293460187,-0.3280518362
evo_acid_w__H9_2__1,1.8649564469,0.39447972600000003,1.0674695333,-0.2153956048,0.4331012071
evo_acid_w__B11_2__2,2.9283483088,-0.2747681118,1.7683069085,0.307804224,0.6206496690000001
evo_acid_w__wt__3,-0.3545943454,0.1197434681,0.6259141105,-0.0441240533,-0.29263095580000004
evo_acid_w__H9_2__2,1.7559465643,0.4314267907,1.0375845187,-0.17407644390000002,0.5051565148
evo_acid_w__B11_2__3,3.1446978764,-0.2345901954,1.9605867487,0.304790481,0.6962143766000001
evo_acid_w__F11_2__3,3.0940141107,0.456708999,2.0467958013,0.359799287,1.6755633808
evo_acid_w__F9_2__2,-9.4754517384,-7.8525940196,-1.2283585617,0.2262852115,0.1400424825
evo_acid_w__wt__4,0.666846876,0.2973060844,0.26682825190000004,0.1001533352,0.6123452586
evo_acid_w__wt__5,0.0678333534,0.3124097697,0.33876787350000004,0.2215301875,0.7063927401
evo_acid_w__wt__6,-0.0338513467,-0.1751172912,-0.8932942756000001,0.0514810393,-0.4659502613
evo_acid_w__H9_1__2,-5.8538362321,0.9036193136,-1.1215840595,-1.1099708241,-0.38384030410000003
evo_acid_w__F9_1__1,-9.2366782576,-7.5369515417,-0.9529897238,0.0609907036,-0.1033873485
evo_acid_w__F9_1__2,-9.0356853075,-7.0361766568,-0.8613026167000001,0.0100256292,-0.010538875100000001
evo_acid_w__B11_1__2,5.3726645397,-0.0131986588,2.6275889792,0.38586791800000003,0.5218018408
evo_acid_w__H9_2__3,2.8946433836,0.1964461357,1.5386539371999999,-0.2219397992,0.6081714487000001
evo_acid_w__wt__7,0.09060464330000001,0.1707039968,-0.035493049400000004,-0.0058975043,0.0180629813
evo_acid_w__F9_1__3,-8.4882338751,-7.7499151628,-0.7198076851,-0.0580505282,0.046942355500000005
evo_acid_w__F9_2__3,-9.604463108200001,-7.0926670476,-1.5110891308999999,0.0753342381,-0.0829499602
evo_acid_w__wt__8,0.7966603126,-0.22741367480000002,-0.3233165069,-0.042911954,-0.2819431939
evo_acid_w__B11_1__3,5.428135003,-0.0619256138,2.8166112401000003,0.4089002883,0.5324068082
evo_acid_w__wt__9,-0.5929116096,-0.5844698577,-0.8101280385,0.050893835500000005,-0.16892495270000002
evo_bz__c3_1_bz__1,1.272756695,1.2617788521,0.1303353102,0.14582604870000002,0.5762343186000001
evo_bz__c3_1_bz__2,-2.4146388524,0.013602002200000001,-1.1516279646,-0.36678308870000004,1.2983206766
evo_bz__c3_1_bz__3,-1.5294922510000002,-0.011886655900000001,-0.49533436810000003,-0.27314160800000004,0.7465112118
evo_bz__c3_1_bz__4,-0.8270902556,0.0928465604,-0.5354521338,-0.2476562635,0.8942923287000001
evo_bz__g5_1_bz__1,-5.2261313192,1.4522089644,-0.4275960321,0.2154759758,0.25686588790000003
evo_bz__g5_1_bz__2,-0.9354947213,1.4799556311,-0.3190715589,0.22949940370000002,0.5486288687
evo_bz__g5_1_bz__3,-3.3736441307,1.2878835212,-0.7041937291,0.0752074958,0.3260326055
evo_bz__g5_1_bz__4,-3.2706699356,0.5038059594000001,-0.9775120406000001,-0.0815494787,0.7897283174
evo_bz__g5_1_bz__5,-3.3885494197,0.360903352,-1.1156465635,-0.0341675644,0.49558195120000004
evo_bz__g5_1_bz__6,-3.8552781233999998,0.5015165093,-1.3262917058,-0.0005939661000000001,0.4566782632
evo_bz__w3110d13__1,1.6664318715,-0.2848580515,0.39488392250000004,-0.1195503961,0.1724557368
evo_bz__w3110d13__2,0.7410334673000001,-0.061697307900000005,0.0702917945,-0.0933554179,-0.030635029900000003
evo_bz__w3110d13__3,-1.3172885147,0.1678169173,-0.5084558028,0.0592809564,-0.0722359716
evo_bz__w3110d13__4,0.9441299176,-0.3500729039,0.3161928043,-0.1354329401,0.0013491506000000001
evo_bz__w3110d13__5,-2.0528310051,0.2581440398,-0.4758315494,0.07357012090000001,-0.26139924600000003
evo_bz__w3110d13__6,0.0185242634,0.2706673062,0.2029188309,0.2154876769,0.19046536020000002
evo_bz__w3110d13_bz__1,1.0713438558,0.4075951256,-0.12586591760000002,0.25213877430000003,0.7234735221
evo_bz__w3110d13_bz__2,1.5215875495,0.4723477928,-0.1482194885,0.0389778084,0.8461263958
evo_bz__w3110d13_bz__3,-1.1941481044,0.0966315491,-0.6533178477,-0.1834919475,0.9141561881
evo_bz__w3110d13_bz__4,1.1398945701,0.4559032226,-0.0108593549,0.1589210443,0.664258193
evo_bz__c3_1_bz__5,1.4102727322,1.3849591353,0.12790508450000002,0.0801469077,0.7452993698
evo_bz__c3_1_bz__6,0.8266706943000001,1.4019401177,-0.2120133189,0.1380442993,0.5785401985
evo_bz__g5_2_bz__1,-3.2580861075,0.032233089300000003,-1.7004326551000002,-0.5813523044000001,0.4802957195
evo_bz__g5_2_bz__2,-3.1009621419,-0.0453090219,-1.5702108135000001,-0.54992883,0.49381386400000005
evo_bz__g5_2_bz__3,-0.8238526843,0.0014162464,-0.7195980275,-0.5378679077,0.5898432175
evo_bz__g5_2_bz__4,1.155770856,0.2852736966,0.1886281509,0.2686142181,0.9554701996
evo_bz__g5_2_bz__5,0.4486876959,0.2818975743,0.0224404169,0.3047421518,0.7713469477
evo_bz__g5_2_bz__6,-0.1074067871,0.9043918405,-0.18992046780000002,0.3251273906,0.657317507
evo_bz__w3110d13_bz__5,-1.5526400916,0.2892210988,-0.5172655626,-0.009906508100000001,0.8135768659
evo_bz__w3110d13_bz__6,-1.4605142628,0.2841031,-0.5581533151,-0.2168331962,0.8840772914
evo_bz__a1_1_bz__1,-4.7380045077,-0.4692650607,-1.8455524165,0.33431169050000004,0.2345764287
evo_bz__a1_1_bz__2,1.3177153075999999,0.359532976,0.09505923420000001,0.2116968061,0.6899307175
evo_bz__a1_1_bz__3,-0.4749633072,1.0300605526,-0.3799269336,-0.18372571140000002,0.4485482959
evo_bz__a1_1_bz__4,-0.5733673301000001,0.06453909170000001,-0.4116176342,0.4389608913,0.478671245
evo_bz__a1_1_bz__5,-1.0348768317,1.0883072748,-0.6323900298,-0.268070719,0.1767654194
evo_bz__a1_1_bz__6,-0.1229430388,0.9656259972000001,-0.1423209756,-0.0870670192,0.4141056352
evo_metab__wt__1,-1.9091089634,0.1288576417,-0.1516860239,0.3443509589,0.3706986647
evo_metab__del_zwf__1,-1.0832068271,-0.0383819357,0.059638739700000006,0.1652742451,0.39092617890000003
evo_metab__zwf_ale1__1,-1.9521046908000002,0.1318576497,0.3837290414,0.211130064,0.5842403459000001
evo_metab__zwf_ale2__1,-0.7038044031,0.019056687000000003,0.0816452912,-0.25708634550000004,0.5959497501000001
evo_metab__del_ppk__1,-0.5013661436,-0.0419896674,1.544573465,-0.2066308214,-0.8026795525
evo_metab__ppk_ale1__1,0.2894612264,0.23862317660000001,1.5829656669,-0.3667514344,-1.1079643948
evo_metab__ppk_ale2__1,-2.7714324015000003,0.1611058857,0.5967030909000001,0.3610644347,0.7774519143
evo_metab__ppk_ale3__1,-2.5764309889,0.4581252995,0.9430150919,0.2649755219,0.3939165264
evo_metab__del_dapF__1,-2.7130495933,0.3172238424,0.35810654540000003,0.0281135955,0.243656734
evo_metab__dapF_ale1__1,-2.2795009739,0.1383090976,0.3421806636,-0.151889398,0.5492736877000001
evo_metab__dapF_ale3__1,0.1265178679,-0.3716839181,0.0059772471,-0.4239051464,-0.7256898118
evo_metab__del_entC__1,-0.47208013730000004,-0.2415756215,1.0148511228,-0.36644120420000004,-0.1402465632
evo_metab__entC_ale1__1,-0.6945703478,-0.15906388330000001,-0.10861958490000001,-0.2568174776,-0.3618465671
evo_metab__entC_ale2__1,-0.7980602345000001,0.007812727200000001,-0.0941595868,0.14704410110000002,0.6184222671
evo_metab__del_dgk__1,0.5701013966,-0.12566082550000002,0.0471657112,-0.0739352672,-0.6088164535
evo_metab__dgk_ale1__1,3.8873344335,0.0504878854,0.6547280558,-0.10839593850000001,-0.4372946351
evo_metab__dgk_ale2__1,-0.2157279127,0.5392612067,-0.2135964995,0.1786819499,0.21005723110000002
evo_metab__dgk_ale3__1,-0.5397950125000001,-0.1771450645,0.42571808850000004,-0.2122526868,0.3298116539
evo_metab__wt__2,-0.18013914120000002,-0.0641102801,0.0298102014,-0.1839833421,-0.147708369
evo_metab__del_zwf__2,-3.1158405788,0.4335230942,-0.6516259206,0.4721483286,0.1776874777
evo_metab__zwf_ale1__2,0.4296624056,-0.1511554798,0.9532448181000001,-0.3404743149,-0.6758762535
evo_metab__zwf_ale2__2,1.8618099521,-0.0774772219,0.2172547024,-0.3626443479,-0.3830104012
evo_metab__del_ppk__2,0.3894689273,-0.1502114202,-0.1504552703,-0.2248503926,-0.6258374279000001
evo_metab__ppk_ale1__2,1.0709877331,0.1315080696,0.8761964891,-0.06316998530000001,-0.8211100075000001
evo_metab__ppk_ale2__2,2.1079085942,-0.0719380109,1.1713404463,-0.1906721357,-1.323253442
evo_metab__ppk_ale3__2,0.8394030109,0.12563758,0.7598377799,-0.30637156860000003,-0.9410560172
evo_metab__del_dapF__2,-3.3219599327,0.9592729955,-0.1699358711,0.3570191827,0.0507837041
evo_metab__dapF_ale1__2,-4.1887186953,0.8334966567000001,-0.6656641528,0.1025501968,-0.36151505040000004
evo_metab__dapF_ale3__2,-3.8737110548,1.0963381317,-0.5652297898,0.4956171905,0.015682493000000002
evo_metab__del_entC__2,0.0046150657000000005,-0.09922067500000001,-0.1981562984,-0.3591152302,-0.8430240657
evo_metab__entC_ale1__2,-0.9804314174000001,-0.1683037611,-0.1512068466,-0.3043800538,-0.7095500967
evo_metab__entC_ale2__2,0.5119896734,0.12045115120000001,0.3532367107,-0.2029856726,-0.9011111180000001
evo_metab__entC_ale3__1,2.487868477,-0.10618114270000001,0.4720017195,-0.1335952104,-0.9978276163
evo_metab__del_dgk__2,1.2500717396,-0.4606796238,-0.5676894036,-0.009189183,-0.5477391271000001
evo_metab__dgk_ale1__2,2.2754695971,-0.2463820843,0.290918463,-0.3093192174,-0.3795001022
evo_metab__dgk_ale2__2,1.3029604015,0.3616560525,-0.37027571470000004,-0.10083591430000001,-0.8229495654000001
evo_metab__dgk_ale3__2,2.9271059402,-1.0284903831,0.3129909554,-0.5890277701000001,-0.49900804390000003
evo_metab__wt__3,2.0892481046,-0.0647473615,0.12187582250000001,-0.1603676168,-0.2229902957
evo_metab__del_zwf__3,0.1612805433,-0.0761053958,0.45830506400000004,-0.5337777167000001,-1.050438918
evo_metab__zwf_ale1__3,0.761557389,-0.09697300660000001,1.4673442849,-0.3386101305,-0.9253455741000001
evo_metab__zwf_ale2__3,2.7774495546,-0.2615945059,0.08990345050000001,-0.5595079862,-1.143631335
evo_metab__del_ppk__3,2.1910738557,-0.162388314,0.3707494381,0.1256745228,-0.6899662739
evo_metab__ppk_ale1__3,4.2968530826,0.06995235600000001,0.667547572,-0.1974074602,-0.431709809
evo_metab__ppk_ale2__3,1.3234594642,0.16927389210000002,0.8752140139000001,-0.16778095310000002,-0.8646589433
evo_metab__ppk_ale3__3,1.6627628363,-0.21989089520000002,0.396605547,-0.19864319430000002,-0.45853898340000004
evo_metab__del_dapF__3,-2.9111906561,0.8976741623000001,0.1218482493,0.3276570398,-0.2640806834
evo_metab__dapF_ale1__3,-3.3897056011,0.7015805322,0.14724571490000002,-0.0997289173,-0.5786324041
evo_metab__dapF_ale3__3,-2.5200801487,0.8552512050000001,0.6695579941,0.2640760326,-0.680639905
evo_metab__del_entC__3,-0.6068886493,-0.3455777802,0.3010935413,-0.37235867840000003,-0.9313440660000001
evo_metab__entC_ale1__3,2.0554076147,-0.3496650475,0.3972610957,0.0181046865,-0.8045448596
evo_metab__entC_ale2__3,3.3379869991,-0.3209950742,0.2245230014,-0.11700042790000001,-0.9736267228000001
evo_metab__entC_ale3__2,0.1837839221,0.10337487640000001,0.40629933970000004,-0.1609804505,-1.7514730810999999
evo_metab__del_dgk__3,2.7829537346,-0.1810282464,-0.8612551708,-0.3751268578,-0.9426322646
evo_metab__dgk_ale1__3,4.3401416211,-0.1042635281,0.4136382764,-0.176205029,-0.9324803580000001
evo_metab__dgk_ale2__3,3.2517162920000002,0.17177478340000002,-0.4015221256,-0.1301696154,-1.1485021186
evo_metab__dgk_ale3__3,2.6282136993,-0.3989806461,0.4583335317,-0.351969819,-0.5130261229
flag_reg__wt__1,-0.1284994096,0.0,-0.0250791219,-0.0092595132,0.027978306
flag_reg__del_fliA__1,-0.5249935896,0.1430180401,-0.1857950747,-0.0129624738,-0.28426126290000003
flag_reg__del_flhC__1,-0.3417802603,0.0,-0.0100009234,0.0793582208,-0.40835610370000003
flag_reg__del_flhD__1,0.0398702452,0.0,0.41209730710000003,0.09250216300000001,-0.18742537580000002
flag_reg__wt__2,0.1284994096,0.0,0.0250791219,0.0092595132,-0.027978306
flag_reg__del_fliA__2,-0.44807245770000004,0.1810243454,0.4223738325,0.1063528264,-0.12312843670000001
flag_reg__del_flhC__2,-0.4098206552,0.0,-0.1574986075,-0.0175557042,-0.2665569219
flag_reg__del_flhD__2,-0.41881801620000003,0.3016847958,-0.0444071286,-0.010842586900000001,-0.3419932559
flgM__27C__1,-1.2113936113000001,-0.5190136381,0.4164795958,-0.49386042500000005,0.4951291902
flgM__27C__2,-1.0338131631,-0.3222420219,0.46596714840000003,-0.4711977559,0.5282612775000001
flgM__27C__3,-0.9562001092,-0.4530709885,0.2169800861,-0.5876803110000001,0.5388327452
flgM__32C__1,-1.8167633983,-0.2782649171,-0.012361815100000001,-0.12164353550000001,0.0733341685
flgM__32C__2,-0.7400669481000001,-0.2806686959,0.0530282633,-0.1487269227,0.23331332970000002
flgM__32C__3,-0.4628134062,-0.4037237883,0.301908373,-0.1490291595,0.2936524889
flgM__37C__1,-0.2035483136,-0.0037651177,-0.151470246,-0.0174158301,0.0053444871
flgM__37C__2,0.083705902,-0.0090358951,0.0096782906,0.0022036207,-0.0380483048
flgM__37C__3,0.1198424116,0.0128010128,0.1417919555,0.0152122095,0.0327038177
flgM__42C__1,1.240598509,-0.093188196,0.7671471449,0.1496946106,-0.1505166587
flgM__42C__2,1.1043257823000001,-0.0238553789,0.8230254096,0.1960098835,-0.1406825428
flgM__42C__3,0.020807252000000002,-0.0313487078,0.6167511847,0.20566612750000002,0.19901135550000001
histone__untreated__1,0.2176640051,0.0095465275,-0.0697488129,-0.0161078514,-0.0307052643
histone__untreated__2,-0.014747365200000001,0.0232059397,0.0646892999,0.07405100270000001,-0.29837836030000003
histone__untreated__3,-0.20291664,-0.032752467300000004,0.005059513000000001,-0.0579431513,0.3290836246
histone__10ug_H2A__1,-0.0739258462,-0.15256787230000002,-0.0980959566,-0.11997661750000001,0.1228972319
histone__10ug_H2A__2,0.3168754845,-0.12441594560000001,-0.3171076956,0.0025159921,-0.1692551499
histone__10ug_H2A__3,-0.2153840908,-0.10435943240000001,-0.1928325901,-0.0979670931,0.3676494218
histone__50ug_H2A__1,-0.1209906362,-0.4254753164,0.072500595,-0.1884766708,0.3538193458
histone__50ug_H2A__2,-0.1093312969,-0.3196076483,0.13203197960000002,-0.12810657550000001,0.41197237610000004
histone__50ug_H2A__3,-0.46839109500000004,-0.3156598178,0.1263237372,-0.2565370085,0.27205525880000003
histone__100ug_H2A__1,-0.1110190372,-0.5449668212000001,0.1765379025,-0.19382686740000002,0.1546633298
histone__100ug_H2A__2,-0.3483125333,-0.523218044,0.054551582,-0.2250856863,0.181779925
histone__100ug_H2A__3,-0.0241389513,-0.5631612565,-0.0890304878,-0.22388611700000002,0.241015746
hns__del_hns_spike__1,-1.8076366513000002,-1.8529613086,-0.1159475522,0.1137865311,0.1025900143
hns__del_hns_spike__2,-2.3150237007,4.4171410107,-0.1586283678,0.3119930792,0.0325783359
hns__del_hns__1,-2.0137599851,-1.9114182228,0.1595565833,0.1210828718,0.2102891741
hns__del_hns__2,-2.0855533458,4.1511978614,-0.30568754670000003,-0.1089395497,0.1220451763
hns__wt_spike__1,0.3538618411,-1.9114182228,-0.3747167322,0.2134083628,0.4081639314
hns__wt_spike__2,-0.4608976252,1.5058805974,0.7832721639,0.1370073363,-0.4645212761
hns__wt__1,-0.0294586158,-1.8065297164,-0.1620788139,0.2411013415,0.18506455360000001
hns__wt__2,0.0294586158,1.8065297164,0.1620788139,-0.2411013415,-0.18506455360000001
hns_stpA__evo100G4_delhns_delstpA__1,1.5936890041,-1.6696986845000001,-0.5908138545,-0.3394563648,-1.1222129359
hns_stpA__evo100G4_delhns_delstpA__2,0.8489859435,-1.4652493593,-0.7166652916,-0.5961681449,-1.0371567741
hns_stpA__evo100G12_delhns_delstpA__1,0.8199083796000001,-0.35889479760000004,-2.3661610592,-0.9814461712,-1.1150671133
hns_stpA__evo100G12_delhns_delstpA__2,1.5639651558,-0.8014556473000001,-2.564281546,-1.2562817839,-1.2359529551
hns_stpA__delhns_delstpA_delrpoS__1,0.0130927656,-0.8388314320000001,-2.5168290821,-1.0463528466,-1.1514785621
hns_stpA__delhns_delstpA_delrpoS__2,1.6179842660000001,-0.4152274681,-2.2939950892,-1.4682892945,-0.9487566627
hns_stpA__wt__1,0.1773421445,0.1043733763,0.20649089610000002,0.0715101833,0.0560385855
hns_stpA__wt__2,-0.1773421445,-0.1043733763,-0.20649089610000002,-0.0715101833,-0.0560385855
hns_stpA__delhns_delstpA__1,2.5202711965,-1.5472205910999999,-1.9729937471999999,-1.9582703257,0.5119362405
hns_stpA__delhns_delstpA__2,3.2654566456,-1.5531352302,-1.6568058949000002,-1.6073898337,0.8331544412
hu__wt_log_pH7__1,-5.1149846204,-0.19100837710000002,-0.8758340521,-1.4449560918,-0.5857785061
hu__wt_log_pH7__2,-5.8443872273,0.7087330881,-0.7744876679,-0.9170654136,-0.1325261094
hu__wt_log_pH7__3,-3.9416925443,0.34349852080000004,-0.6299587637,-0.6994754824,-0.2807598049
hu__wt_lag_pH7__1,0.4602706281,0.1536742525,-0.0784063133,-0.12385277950000001,-0.1085302749
hu__wt_lag_pH7__2,-1.4070954705,-0.0322767413,-0.6858642241,0.0182274602,-0.7430338169
hu__wt_lag_pH7__3,0.9468248424000001,-0.1213975112,0.7642705375000001,0.1056253192,0.8515640918
hu__delhupA_lag_pH7__1,-0.3806263013,0.21202446060000002,0.07942277390000001,0.2046437191,-0.4063618183
hu__delhupA_lag_pH7__2,-3.7491205742,0.5987173526,-0.7646486584000001,-0.14746258140000001,-1.4274961940000002
hu__delhupA_lag_pH7__3,0.6501642376,-0.1807484194,0.6725855660000001,0.2614496072,0.6691944452
hu__delhupB_lag_pH7__1,0.1469870658,0.1036303247,0.22926553400000002,-0.0527428655,-0.3338674667
hu__delhupB_lag_pH7__2,-2.15563082,0.0875729346,-0.7824671182,-0.0078161007,-0.736156319
hu__delhupB_lag_pH7__3,-0.7727483502,-0.3900321698,0.0464236466,0.044583712000000005,0.4992284853
hu__delhupAhupB_lag_pH7__1,-2.0096612921,-0.5681724135,0.0180801849,-0.0660598798,-1.053754119
hu__delhupAhupB_lag_pH7__2,-1.9203753715,0.019754427,-0.32726819490000003,0.1279091318,-1.0941416626
hu__delhupAhupB_lag_pH7__3,-4.9796436342,0.27332833030000003,1.0477560019,0.4344425029,-0.2991678736
hu__hupAE34K_hupB_lag_pH7__1,1.594189491,-0.0690832475,0.8298443430000001,0.1419125979,0.5698469427
hu__hupAE34K_hupB_lag_pH7__2,-2.6891922342,0.6704954660000001,-0.9888810642,0.0933277425,-0.6646076642000001
hu__hupAE34K_hupB_lag_pH7__3,1.1522568143,-0.2908193112,0.440969667,0.07445381350000001,0.6551848883
hu__hupAE34K_delhupB_lag_pH7__1,0.7034974373,-0.2406689964,0.5494249208,0.1406115969,0.0231489962
hu__hupAE34K_delhupB_lag_pH7__2,-0.7382763983,0.14526903260000001,-0.5208197883,0.3348345451,-0.1375288171
hu__hupAE34K_delhupB_lag_pH7__3,0.8760417415,-0.21581755660000002,0.5594685979,0.1956944742,0.6588762081
hu__wt_lag_pH5__1,-2.7444234438,0.5535835338,-1.1204311382,-0.1577754055,-0.4082138135
hu__wt_lag_pH5__2,-3.8220871169,1.2081234349,-0.41307839760000004,0.0048768716,-0.52645941
hu__wt_lag_pH5__3,-5.7642337773,0.8957372423000001,-0.6430459565000001,-0.020422199999999998,-0.1553081325
hu__delhupA_lag_pH5__1,-3.1591882997,0.6569229851,-1.4449132772,-0.2693961785,-0.6733790077
hu__delhupA_lag_pH5__2,-2.7413414585,0.6167569178,-0.9830723418,0.21668485040000002,-0.2355483518
hu__delhupA_lag_pH5__3,-4.5134147806,0.8316677062000001,-0.1297193357,-0.090408474,0.18508565870000002
hu__delhupAhupB_lag_pH5__1,-3.4638090823,0.1999734554,-1.6509431575,-0.0678976565,-0.8351352551000001
hu__delhupAhupB_lag_pH5__2,-3.1697964669,0.2197027038,-0.47512068220000003,0.32924325260000004,-0.6537333584
hu__delhupAhupB_lag_pH5__3,-5.6836980623999995,0.25218964180000003,0.710357683,0.31604061,0.2899388066
hu__hupAE34K_hupB_lag_pH5__1,-2.9772709274,0.5340236142,-1.0065215263,0.0184306441,-0.6891596525
hu__hupAE34K_hupB_lag_pH5__2,-5.9512789377,1.0834013949,-0.0764973442,0.2106381983,0.31635242010000003
hu__hupAE34K_hupB_lag_pH5__3,-5.7636463361,1.0978565866,0.104191509,0.2403260193,0.3645427518
hu__hupAE34K_delhupB_lag_pH5__1,-6.1876657349,0.9741019127,-0.6755895159,0.0405541119,0.0826919113
hu__hupAE34K_delhupB_lag_pH5__2,-2.6913388381,0.6802497518,-0.7498514809,0.4511764279,-0.34104628670000003
hu__hupAE34K_delhupB_lag_pH5__3,-4.956628694,0.9403858490000001,-0.37343000530000003,0.0721447115,0.3577856265
hyperpersistence__low_GFP__1,-0.9550362330000001,-0.20978116330000002,-1.7137263882,-0.885396136,-1.4476102875999999
hyperpersistence__wt__1,0.2373792573,-0.0744435516,-0.143440102,0.020032704000000002,-0.0238770435
hyperpersistence__high_GFP__1,-1.0608627441,0.4468453882,-2.1745075462,-0.8268853717,-0.8985766062
